relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
43838655@4_1-43838655@4_8,43838655@4,K. Dwight Venner-Vincent,,0.742,"{Sir,Venner,was,born,in,Kingstown,"","",Saint,Vincent,.}",1,1,8,1,1,"{NGRAM_1_[bear],people_between_bucket=0,num_words_between_bucket=1,""BETW_L_[nsubjpass prep_in appos]"",""BETW_D_[nsubjpass bear prep_in Kingstown appos]"",""BETW_[nsubjpass bear prep_in Kingstown appos]""}","{2.43319,0.4248,-0.109778,0.0275413,0,0}"
340375@55_23-340375@55_17,340375@55,René Favaloro-Diana Truden,,0.264,"{Following,her,death,"","",Favaloro,had,resolved,to,marry,one,of,his,longtime,colleagues,and,coauthors,"","",Diana,Truden,;,Truden,lived,with,Favaloro,during,his,final,days,"","",and,was,in,his,Palermo,neighborhood,house,when,he,committed,suicide,.}",23,1,17,2,2,"{num_words_between_bucket=0,""INV_BETW_D_[prep_with live parataxis resolve xcomp marry dobj one appos]"",""INV_BETW_L_[prep_with parataxis xcomp dobj appos]"",""INV_BETW_[prep_with live parataxis resolve xcomp marry dobj one appos]""}","{0.0050051,0,0,0}"
2859817@129_9-2859817@129_5,2859817@129,Josh Barnett-Steve Austin Show,,0.238,"{In,an,interview,on,The,Steve,Austin,Show,"","",Barnett,confirmed,that,he,is,not,religious,.}",9,1,5,3,3,"{num_words_between_bucket=0,""INV_BETW_[nsubj confirm prep_in interview prep_on]"",""INV_BETW_D_[nsubj confirm prep_in interview prep_on]"",""INV_BETW_L_[nsubj prep_in prep_on]""}","{0.0050051,0,0,0}"
140782@1_39-140782@1_34,140782@1,"Prince William, Duke of Cumberland-Caroline",,0.234,"{Prince,William,"","",Duke,of,Cumberland,Prince,William,Augustus,-LRB-,26,April,1721,-LSB-,N.S.,-RSB-,31,October,1765,-RRB-,"","",was,the,third,and,youngest,son,of,George,II,of,Great,Britain,and,Caroline,of,Ansbach,"","",and,Duke,of,Cumberland,from,1726,.}",39,1,34,1,1,"{num_words_between_bucket=0,""INV_BETW_D_[conj_and son prep_of II prep_of Britain conj_and]"",""INV_BETW_[conj_and son prep_of II prep_of Britain conj_and]"",""INV_BETW_L_[conj_and prep_of prep_of conj_and]""}","{0.0050051,0,0,0}"
1449035@25_7-1449035@25_18,1449035@25,Zdeněk Grygera-Jan Koller,,0.324,"{At,the,World,Cup,in,2006,"","",Grygera,'s,run,and,cross,set,up,the,opening,goal,for,Jan,Koller,in,the,Czech,'s,first,game,against,the,USA,which,they,won,3,0,.}",7,1,18,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_['s],NGRAM_1_[set],num_words_between_bucket=2,NGRAM_1_[run]}","{0.845584,0.4248,-0.275959,-0.159963,-0.104993,-0.065552}"
5024980@87_0-5024980@87_31,5024980@87,Rutland Barrington-Solomon,,0.648,"{Barrington,appeared,in,a,few,more,roles,at,other,theatres,"","",including,as,Robert,Plushly,in,his,own,piece,"","",``,A,Swarry,Dansong,'',"","",a,duologue,with,music,by,Solomon,.}",0,1,31,1,1,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_[nsubj appear dep dansong appos duologue prep_with music prep_by]"",""BETW_D_[nsubj appear dep dansong appos duologue prep_with music prep_by]"",""BETW_L_[nsubj dep appos prep_with prep_by]""}","{1.97439,0.845584,-0.728149,0,0,0}"
26726196@86_0-26726196@86_5,26726196@86,Charles B. Gatewood-Jason Patric,,0.146,"{Gatewood,was,later,portrayed,by,Jason,Patric,in,the,1993,film,'','',.}",0,1,5,2,2,"{people_between_bucket=0,NGRAM_1_[later],NGRAM_1_[portray],""BETW_L_[nsubjpass agent]"",""BETW_[nsubjpass portray agent]"",""BETW_D_[nsubjpass portray agent]""}","{0.4248,-0.182661,-0.172503,-0.0209738,-0.0110589,-0.0110589}"
1444386@11_0-1444386@11_9,1444386@11,Sultan Bahu-Mai Rasti,,0.772,"{Sultan,Bahu,'s,education,began,with,his,mother,"","",Mai,Rasti,"","",herself,a,pious,woman,who,has,her,own,mausoleum,in,Shorkot,.}",0,2,9,2,2,"{NGRAM_1_[mother],dep_path_length>5,people_between_bucket=0,NGRAM_1_['s],num_words_between_bucket=1,NGRAM_1_[begin]}","{2.23019,0.845584,0.4248,-0.275959,-0.109778,-0.0768376}"
25604866@60_2-25604866@60_13,25604866@60,Ramiro Fróilaz-Ponce de Cabrera,,0.362,"{In,1154/5,Ramiro,'s,authority,over,the,city,of,Astorga,was,shared,with,Ponce,de,Cabrera,.}",2,1,13,3,3,"{people_between_bucket=1,num_words_between_bucket=2,""BETW_L_[poss prep_in prep_with]with"",""BETW_D_[poss authority prep_in share prep_with]with"",""BETW_[poss authority prep_in share prep_with]with""}","{1.18556,-0.104993,-0.0402075,0,0}"
7544384@45_0-7544384@45_14,7544384@45,Jaime Valdés-Gonzalo Jara,,0.73,"{Vald,s,and,Roberto,Cereceda,were,substituted,at,half,time,by,Jean,Beausejour,and,Gonzalo,Jara,.}",0,1,14,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[nn nsubjpass agent conj_and]"",""BETW_D_[nn s nsubjpass substitute agent Beausejour conj_and]"",""BETW_[nn s nsubjpass substitute agent Beausejour conj_and]""}","{1.97439,0.845584,-0.104993,0,0,0}"
24995583@152_7-24995583@152_3,24995583@152,Salvatore Riina-Antonino Calderone,,0.234,"{An,informant,"","",Antonino,Calderone,"","",described,Riina,as,being,``,unbelievably,ignorant,"","",but,he,had,an,intuition,and,intelligence,and,was,difficult,to,fathom,...,very,hard,to,predict,'',.}",7,1,3,2,2,"{""INV_BETW_L_[dobj nsubj appos]"",num_words_between_bucket=0,""INV_BETW_[dobj describe nsubj informant appos]"",""INV_BETW_D_[dobj describe nsubj informant appos]""}","{0.102355,0.0050051,0,0}"
5226220@171_2-5226220@171_0,5226220@171,Chris Warner-Rachel,,0.214,"{Rachel,and,Chris,broke,up,but,reunited,in,2012,for,the,show,'s,20th,anniversary,"","",however,Galvin,hinted,the,worst,of,their,relationship,was,yet,to,come,"","",saying,;,``,It,gets,very,rocky,.}",2,1,0,1,1,"{INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_BETW_D_[conj_and],num_words_between_bucket=0}","{0.274474,0.274473,0.273159,0.0050051}"
34333696@15_7-34333696@15_13,34333696@15,Alessio Campagnacci-Giulianova Calcio,,0.162,"{However,Perugia,also,bankrupted,again,"","",thus,Campagnacci,signed,a,new,contract,with,Giulianova,Calcio,.}",7,1,13,2,2,"{people_between_bucket=0,""BETW_L_[nsubj dobj prep_with]"",NGRAM_1_[sign],num_words_between_bucket=1,NGRAM_1_[new],NGRAM_1_[contract]}","{0.4248,-0.339247,-0.228475,-0.109778,-0.0228043,-0.0106091}"
3385549@5_2-3385549@5_22,3385549@5,Fabrice Wattez-Kenzo,,0.666,"{Currently,"","",Fabrice,works,as,a,model,in,Paris,and,models,for,famous,names,like,Azzaro,"","",Hugo,Boss,"","",Lanvin,"","",Kenzo,"","",Burton,and,many,more,.}",2,1,22,1,1,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[nsubj prep_in conj_and prep_for prep_like appos]"",""BETW_[nsubj work prep_in Paris conj_and model prep_for name prep_like Azzaro appos]"",""BETW_D_[nsubj work prep_in Paris conj_and model prep_for name prep_like Azzaro appos]""}","{1.97439,0.845584,-0.104993,0,0,0}"
32541074@35_12-32541074@35_14,32541074@35,Marc Marot-Bono,,0.148,"{In,1998,following,an,approach,from,Jubilee,2000,'s,Jamie,Drummond,"","",Marot,approached,Bono,to,enlist,his,support,in,the,campaign,to,eradicate,third,world,debt,.}",12,1,14,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[approach],num_words_between_bucket=0,WORD_SEQ_[approached],""BETW_D_[nsubj approach dobj]""}","{0.4248,-0.273492,-0.039102,0.0050051,0,0}"
8102439@42_0-8102439@42_41,8102439@42,Emma Lampert Cooper-Le Brun,,0.494,"{Cooper,became,an,artist,during,the,19th,century,when,there,was,a,significant,number,of,women,who,became,successful,"","",educated,artists,"","",a,rarity,before,that,time,"","",except,for,a,few,like,Angelica,Kauffman,and,Louise,lisabeth,Vig,e,Le,Brun,-LRB-,1755-1842,-RRB-,.}",0,1,41,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_D_[nsubj become advcl be pobj few prep_like Kauffman prep e pobj]"",""BETW_[nsubj become advcl be pobj few prep_like Kauffman prep e pobj]"",""BETW_L_[nsubj advcl pobj prep_like prep pobj]""}","{1.97439,0.845584,-0.728149,0,0,0}"
56987@99_10-56987@99_1,56987@99,Paul Lynde-Barresi,,0.266,"{When,Barresi,broke,in,"","",the,alarm,blared,"","",indicating,Lynde,was,alone,at,the,time,of,his,death,.}",10,1,1,1,1,"{num_words_between_bucket=1,""INV_BETW_L_[nsubj ccomp xcomp advcl nsubj]"",""INV_BETW_[nsubj be ccomp indicate xcomp blare advcl break nsubj]"",""INV_BETW_D_[nsubj be ccomp indicate xcomp blare advcl break nsubj]""}","{-0.109778,0,0,0}"
22785099@30_0-22785099@30_9,22785099@30,"Alice Holland, Countess of Kent-Edward IV",,0.358,"{Alice,had,many,illustrious,descendants,which,included,English,kings,Edward,IV,"","",Richard,III,-LRB-,and,his,consort,Queen,Anne,-RRB-,"","",Henry,VII,;,from,the,latter,of,whom,descended,the,Tudor,monarchs,.}",0,1,9,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[include],NGRAM_1_[many],NGRAM_1_[king],num_words_between_bucket=1}","{0.845584,0.4248,-0.262185,-0.122689,-0.12211,-0.109778}"
36988789@3_7-36988789@3_35,36988789@3,Anna Orso-Pasquale Squitieri,,0.598,"{Over,the,course,of,her,career,"","",Orso,appeared,in,numerous,American,and,Italian,films,directed,by,Alberto,Bevilacqua,"","",Marco,Bellocchio,"","",Jose,Dajane,"","",Riccardo,Donna,"","",Diego,Febbraro,"","",Luciano,Odorisio,"","",Pasquale,Squitieri,"","",Massimo,Troisi,"","",and,Wim,Wenders,.}",7,1,35,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_L_[nsubj prep_in vmod agent appos]"",""BETW_[nsubj appear prep_in film vmod direct agent Bevilacqua appos]"",""BETW_D_[nsubj appear prep_in film vmod direct agent Bevilacqua appos]""}","{1.97439,0.845584,-0.728149,0,0,0}"
11435594@14_0-11435594@14_22,11435594@14,Lajos Zilahy-Horthy,,0.324,"{Lajos,Zilahy,became,the,Secretary,General,of,Hungarian,PEN,but,his,liberal,views,placed,him,at,odds,"","",first,with,the,right-wing,Horthy,regime,and,later,with,the,post-war,Communist,government,.}",0,2,22,1,1,"{dep_path_length>5,num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_[view],NGRAM_1_[liberal],NGRAM_1_[become]}","{0.845584,-0.728149,0.4248,-0.193436,0.107501,-0.106427}"
3327671@21_3-3327671@21_0,3327671@21,Terese Nielsen-Szadkowski,,0.25,"{Szadkowski,also,praised,Nielsen,'s,work,in,the,Marvel,Comics,``,Code,of,Honor,'',series,-LRB-,1997,-RRB-,.}",3,1,0,1,1,"{num_words_between_bucket=0,""INV_BETW_L_[poss dobj nsubj]praised"",""INV_BETW_D_[poss work dobj praise nsubj]praised"",""INV_BETW_[poss work dobj praise nsubj]praised""}","{0.0050051,0,0,0}"
36807794@119_3-36807794@119_5,36807794@119,Isaac B. Desha-Gonzales,,0.13,"{By,the,time,Desha,reached,Gonzales,"","",he,was,traveling,alone,.}",3,1,5,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[reach],num_words_between_bucket=0,""BETW_[nsubj reach dobj]"",WORD_SEQ_[reached]}","{0.4248,-0.273492,-0.0398596,0.0050051,0,0}"
1021051@18_0-1021051@18_7,1021051@18,Aldo Ray-Mike,,0.202,"{Ray,'s,work,in,``,Pat,and,Mike,'',led,to,his,nomination,"","",along,with,Richard,Burton,and,Robert,Wagner,"","",for,a,Golden,Globe,as,Best,Newcomer,.}",0,1,7,1,1,"{people_between_bucket=0,NGRAM_1_[work],NGRAM_1_['s],""NGRAM_2_['s work]"",num_words_between_bucket=1,""BETW_D_[poss work prep_in Pat conj_and]and""}","{0.4248,-0.377051,-0.275959,-0.124131,-0.109778,0}"
27385516@43_17-27385516@43_35,27385516@43,Jean Ambroise Baston de Lariboisière-Alexander II,,0.68,"{He,directed,the,Imperial,guard,artillery,for,the,battles,of,Heilsberg,and,Friedland,;,after,Friedland,"","",Baston,de,Lariboisi,re,organized,the,security,of,the,raft,on,the,Niemen,river,"","",where,Napoleon,and,Alexander,II,of,Russia,conferred,on,the,terms,of,the,Peace,of,Tilsit,.}",17,3,35,2,2,"{people_between_bucket=1,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[nn nsubj prep_on rcmod nsubj conj_and]"",""BETW_[nn re nsubj organize prep_on river rcmod confer nsubj Napoleon conj_and]"",""BETW_D_[nn re nsubj organize prep_on river rcmod confer nsubj Napoleon conj_and]""}","{1.18556,0.845584,-0.104993,0,0,0}"
14656675@20_2-14656675@20_23,14656675@20,Lutz Glandien-Cutler,,0.562,"{In,1991,Glandien,and,Cutler,began,working,on,a,song,cycle,called,``,Domestic,Stories,'',with,music,by,Glandien,and,texts,by,Cutler,that,dealt,with,power,relationships,in,marriage,.}",2,1,23,1,1,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_L_[conj_and xcomp prep_on vmod dep prep_with prep_by]"",""BETW_[conj_and begin xcomp work prep_on cycle vmod call dep Stories prep_with music prep_by]"",""BETW_D_[conj_and begin xcomp work prep_on cycle vmod call dep Stories prep_with music prep_by]""}","{1.97439,0.845584,-0.728149,0,0,0}"
32999124@7_14-32999124@7_11,32999124@7,Charles Petter-John Browning,,0.188,"{The,Browning-Petter,system,or,Browning-Petter-SIG,system,of,breechblocks,goes,back,to,John,Browning,and,Charles,Petter,.}",14,2,11,2,2,"{INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_BETW_D_[conj_and],num_words_between_bucket=0}","{0.274474,0.274473,0.273159,0.0050051}"
1254515@45_10-1254515@45_23,1254515@45,Nash the Slash-Cameron Hawkins,,0.138,"{After,working,as,a,solo,artist,for,a,year,"","",Nash,formed,the,group,FM,in,1976,"","",initially,as,a,duo,with,Cameron,Hawkins,;,drummer,Martin,Deller,was,added,later,.}",10,1,23,2,2,"{people_between_bucket=0,NGRAM_1_[form],NGRAM_1_[group],num_words_between_bucket=2,NGRAM_1_[1976],NGRAM_1_[initially]}","{0.4248,-0.260571,-0.117179,-0.104993,0.0526617,-0.0465949}"
5330135@18_13-5330135@18_1,5330135@18,Emperor Xianwen of Northern Wei-Dowager Feng,,0.246,"{Empress,Dowager,Feng,was,soon,presented,with,a,major,opportunity,to,expand,Northern,Wei,territory,"","",as,also,in,466,"","",rival,Liu,Song,had,a,major,dynastic,succession,struggle,after,Emperor,Qianfei,of,Liu,Song,was,assassinated,in,465,.}",13,1,1,2,2,"{num_words_between_bucket=2,""INV_BETW_[nn territory dobj expand vmod opportunity prep_with present nsubjpass]"",""INV_BETW_L_[nn dobj vmod prep_with nsubjpass]"",""INV_BETW_D_[nn territory dobj expand vmod opportunity prep_with present nsubjpass]""}","{-0.104993,0,0,0}"
341297@84_0-341297@84_3,341297@84,Martha Nussbaum-John Stuart Mill,,0.36,"{Nussbaum,sides,with,John,Stuart,Mill,in,narrowing,legal,concern,to,acts,that,cause,a,distinct,and,assignable,harm,.}",0,1,3,3,3,"{people_between_bucket=0,NGRAM_1_[side],""BETW_L_[nn prep_with]"",num_words_between_bucket=0,""BETW_[nn side prep_with]"",""BETW_D_[nn side prep_with]""}","{0.4248,0.0655973,-0.0505178,0.0050051,0,0}"
157873@6_3-157873@6_15,157873@6,Trent Lott-John Stennis,,0.12,"{In,1988,"","",Lott,ran,successfully,for,the,U.S.,Senate,to,replace,another,retiree,"","",John,Stennis,.}",3,1,15,2,2,"{people_between_bucket=0,NGRAM_1_[replace],num_words_between_bucket=2,NGRAM_1_[another],NGRAM_1_[run],NGRAM_1_[successfully]}","{0.4248,-0.114195,-0.104993,-0.090128,-0.065552,-0.0453335}"
153664@36_14-153664@36_9,153664@36,Hubert Walter-Henry II,,0.288,"{The,medieval,chronicler,Gervase,of,Canterbury,said,that,during,Henry,II,'s,reign,"","",Walter,``,ruled,England,because,Glanvill,sought,his,counsel,'',.}",14,1,9,2,2,"{""INV_BETW_L_[nsubj prep_during poss]reign"",num_words_between_bucket=0,""INV_BETW_[nsubj rule prep_during reign poss]reign"",""INV_BETW_D_[nsubj rule prep_during reign poss]reign""}","{-0.0154761,0.0050051,0,0}"
8948657@57_31-8948657@57_5,8948657@57,Gao Yanzong-Gao Wei,,0.188,"{In,flight,"","",however,"","",Gao,Wei,was,captured,by,Northern,Zhou,troops,and,delivered,to,Emperor,Wu,"","",who,subsequently,annexed,Northern,Qi,and,took,Gao,Wei,and,the,other,Gao,clan,members,"","",including,Gao,Yanzong,"","",back,to,his,capital,of,Chang,`,an,.}",31,1,5,2,2,"{num_words_between_bucket=3,""INV_BETW_D_[nn member conj_and Wei dobj take conj_and annex rcmod Wu prep_to deliver conj_and capture nsubjpass]"",""INV_BETW_L_[nn conj_and dobj conj_and rcmod prep_to conj_and nsubjpass]"",""INV_BETW_[nn member conj_and Wei dobj take conj_and annex rcmod Wu prep_to deliver conj_and capture nsubjpass]""}","{-0.728149,0,0,0}"
38607505@36_0-38607505@36_6,38607505@36,Giovanni Battista Agucchi-Girolamo,,0.04,"{Agucchi,'s,elder,brother,"","",Cardinal,Girolamo,"","",commissioned,Domenichino,to,paint,three,frescos,on,the,life,of,Saint,Jerome,in,the,portico,of,Sant,`,Onofrio,in,Rome,"","",which,are,still,in,place,.}",0,1,6,1,1,"{people_between_bucket=0,NGRAM_1_['s],NGRAM_1_[brother],num_words_between_bucket=1,""NGRAM_2_[elder brother]"",NGRAM_1_[elder]}","{0.4248,-0.275959,0.251234,-0.109778,-0.0648151,-0.0562408}"
25986201@3_0-25986201@3_27,25986201@3,Kyle Dean Massey-Fiyero,,0.246,"{Massey,first,joined,the,North,American,touring,production,of,``,Wicked,'',in,2006,"","",as,part,of,the,ensemble,and,understudy,for,the,lead,role,of,Fiyero,"","",before,joining,the,Broadway,production,.}",0,1,27,1,1,"{dep_path_length>5,num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_[production],NGRAM_1_[north],NGRAM_1_[2006]}","{0.845584,-0.728149,0.4248,-0.226194,0.129364,-0.0976174}"
3073223@28_6-3073223@28_20,3073223@28,Tomáš Plekanec-Max Pacioretty,,0.696,"{On,September,15,"","",2014,"","",Plekanec,was,named,an,alternate,captain,of,the,Canadiens,along,with,P.K.,Subban,"","",Max,Pacioretty,"","",and,Andrei,Markov,.}",6,1,20,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[nsubjpass xcomp prep_of pobj appos]"",""BETW_[nsubjpass name xcomp captain prep_of Canadiens pobj Subban appos]"",""BETW_D_[nsubjpass name xcomp captain prep_of Canadiens pobj Subban appos]""}","{1.97439,0.845584,-0.104993,0,0,0}"
32345892@23_2-32345892@23_8,32345892@23,Matthew Ruth-Kilkenny,,0.174,"{In,2011,Ruth,made,his,senior,debut,for,Kilkenny,in,the,pre-season,Walsh,Cup,tournament,.}",2,1,8,1,1,"{people_between_bucket=0,NGRAM_1_[make],num_words_between_bucket=1,NGRAM_1_[senior],""BETW_L_[nsubj prep_for]"",""NGRAM_2_[senior debut]""}","{0.4248,-0.272912,-0.109778,0.0446526,-0.0357446,-0.0174763}"
4798992@14_21-4798992@14_19,4798992@14,"Gilbert S. Merritt, Jr.-Robinson",,0.298,"{He,returned,to,private,practice,in,Nashville,as,a,partner,in,the,firm,Gullett,"","",Steele,"","",Sanford,"","",Robinson,and,Merritt,from,1970,to,1970,"","",specializing,on,federal,civil,and,criminal,litigation,.}",21,1,19,1,1,"{""INV_BETW_L_[conj_and conj_and]"",num_words_between_bucket=0,""INV_BETW_[conj_and Gullett conj_and]"",""INV_BETW_D_[conj_and Gullett conj_and]""}","{0.403041,0.0050051,0,0}"
3534769@228_0-3534769@228_11,3534769@228,Cho Chikun-Yasuhiro Nakano,,0.364,"{Cho,beat,him,by,resignation,"","",before,moving,on,and,beating,Yasuhiro,Nakano,by,resignation,also,.}",0,1,11,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[move],num_words_between_bucket=2,NGRAM_1_[resignation],NGRAM_1_[beat]}","{0.845584,0.4248,-0.254605,-0.104993,-0.0762733,-0.0588567}"
654200@87_26-654200@87_22,654200@87,Jermaine O'Neal-Jamaal Tinsley,,0.28,"{At,the,same,time,"","",the,Pacers,seemed,to,have,found,players,in,Brad,Miller,"","",Ron,Artest,"","",Al,Harrington,and,Jamaal,Tinsley,who,complemented,O'Neal,.}",26,1,22,2,2,"{""INV_BETW_L_[dobj rcmod]"",num_words_between_bucket=0,""INV_BETW_D_[dobj complement rcmod]"",""INV_BETW_[dobj complement rcmod]""}","{0.280028,0.0050051,0,0}"
16434374@19_6-16434374@19_16,16434374@19,Douglas Dummett-Leandra Fernandez,,0.318,"{Contravening,an,1832,Territorial,Act,"","",Dummett,began,a,family,with,a,young,mulatto,girl,named,Leandra,Fernandez,.}",6,1,16,2,2,"{dep_path_length>5,NGRAM_1_[family],people_between_bucket=0,NGRAM_1_[name],NGRAM_1_[young],num_words_between_bucket=1}","{0.845584,0.568072,0.4248,-0.392432,-0.184498,-0.109778}"
21520893@9_3-21520893@9_20,21520893@9,Ursula Bagdasarjanz-Carl Flesch,,0.784,"{At,the,time,Ursula,Bagdasarjanz,was,taking,violin,lessons,from,Aida,Stucki,"","",the,latter,was,herself,a,student,of,Carl,Flesch,"","",one,of,the,most,famous,violin,educators,ever,.}",3,2,20,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[nsubj ccomp dep prep_of]"",""BETW_[nsubj take ccomp herself dep student prep_of]"",""BETW_D_[nsubj take ccomp herself dep student prep_of]""}","{1.97439,0.845584,-0.104993,-0.0128779,0,0}"
149549@294_0-149549@294_8,149549@294,Sonny Liston-Geraldine,,0.408,"{Liston,was,found,dead,by,his,wife,"","",Geraldine,"","",in,their,Las,Vegas,home,on,January,5,"","",1971,.}",0,1,8,1,1,"{NGRAM_1_[wife],people_between_bucket=0,NGRAM_1_[find],""BETW_L_[nsubjpass agent appos]"",num_words_between_bucket=1,NGRAM_1_[dead]}","{0.908084,0.4248,-0.291402,0.148352,-0.109778,0.00165751}"
560363@31_4-560363@31_18,560363@31,Pierce Butler-Francis Marion,,0.51,"{As,adjutant,general,"","",Butler,worked,with,former,members,of,the,militia,and,Continental,Army,veterans,such,as,Francis,Marion,and,Thomas,Sumter,to,integrate,the,partisan,efforts,into,a,unified,campaign,.}",4,1,18,2,2,"{dep_path_length>5,NGRAM_1_[former],people_between_bucket=0,NGRAM_1_[work],num_words_between_bucket=2,NGRAM_1_[member]}","{0.845584,0.702721,0.4248,-0.377051,-0.104993,-0.0848536}"
579906@25_16-579906@25_4,579906@25,Delilah-Camille Saint-Sa,,0.33,"{By,the,time,of,Camille,Saint-Sa,ns,',``,Samson,et,Dalila,'',-LRB-,1877,-RRB-,Delilah,had,become,the,eponym,of,a,``,Delilah,"","",'',a,treacherous,and,cunning,femme,fatale,.}",16,1,4,2,2,"{num_words_between_bucket=2,""INV_BETW_D_[nsubj become appos Dalila dobj n prep_by time prep_of]"",""INV_BETW_[nsubj become appos Dalila dobj n prep_by time prep_of]"",""INV_BETW_L_[nsubj appos dobj prep_by prep_of]""}","{-0.104993,0,0,0}"
5841087@32_0-5841087@32_7,5841087@32,Thomas McKenny Hughes-Adam Sedgwick,,0.246,"{Hughes,returned,to,Cambridge,University,to,succeed,Adam,Sedgwick,as,Woodwardian,Professor,of,Geology,in,1873,.}",0,1,7,2,2,"{people_between_bucket=0,""BETW_L_[nsubj xcomp dobj]"",NGRAM_1_[succeed],num_words_between_bucket=1,NGRAM_1_[return],""BETW_D_[nsubj return xcomp succeed dobj]""}","{0.4248,-0.234556,0.196459,-0.109778,-0.0797892,0}"
1931195@21_3-1931195@21_25,1931195@21,Stan Hansen-Bockwinkel,,0.416,"{Rumors,suggest,that,Hansen,was,actually,in,the,building,that,evening,and,had,been,informed,by,AWA,promoter,Verne,Gagne,of,the,pending,loss,to,Bockwinkel,.}",3,1,25,1,1,"{people_between_bucket=2,num_words_between_bucket=3,""BETW_L_[nsubj conj_and prep_to]"",""BETW_D_[nsubj evening conj_and inform prep_to]"",""BETW_[nsubj evening conj_and inform prep_to]""}","{1.97439,-0.728149,0.00132031,0,0}"
18712923@12_0-18712923@12_13,18712923@12,Alexandra Kelly-Powerchex,,0.526,"{Kelly,was,profiled,in,UK,newspaper,The,Financial,Times,explaining,the,processes,behind,Powerchex,and,where,she,attributes,her,success,.}",0,1,13,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[behind],num_words_between_bucket=2,NGRAM_1_[explain],NGRAM_1_[newspaper]}","{0.845584,0.4248,-0.109884,-0.104993,0.0210774,0.0152026}"
2490115@4_0-2490115@4_7,2490115@4,Mickey McDermott-Maurice McDermott,,0.836,"{Mickey,McDermott,was,the,third,son,of,Maurice,McDermott,"","",Sr.,.}",0,2,7,2,2,"{NGRAM_1_[son],""BETW_L_[nsubj prep_of]"",""BETW_D_[nsubj son prep_of]"",""BETW_[nsubj son prep_of]"",people_between_bucket=0,NGRAM_1_[third]}","{2.25699,0.778384,0.589165,0.585639,0.4248,-0.239716}"
5121715@17_7-5121715@17_20,5121715@17,Big Hawk-GritBoyz,,0.084,"{It,was,at,Game,Face,Records,where,Hawk,met,and,clicked,with,a,young,up,and,coming,group,called,the,GritBoyz,and,an,artist,named,Starchy,Archy,.}",7,1,20,1,1,"{people_between_bucket=0,NGRAM_1_[call],NGRAM_1_[young],""BETW_L_[nsubj conj_and dep]"",NGRAM_1_[come],NGRAM_1_[meet]}","{0.4248,-0.310305,-0.184498,0.162619,-0.160822,-0.152528}"
24299439@4_0-24299439@4_15,24299439@4,Hannah Kahn-Frank,,0.494,"{Hannah,Kahn,published,two,books,of,poetry,"","",dedicating,the,first,to,her,late,husband,Frank,:,Hannah,was,also,co-editor,of,:,Individual,poems,.}",0,2,15,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[husband],NGRAM_1_[book],NGRAM_1_[late],NGRAM_1_[two]}","{0.845584,0.4248,-0.184592,0.18358,0.172883,-0.128167}"
30259578@4_11-30259578@4_19,30259578@4,Aurelio Caicedo Ayerbe-Luz Marina Cruz Lozada,,0.01,"{In,1955,"","",while,serving,as,Minister,of,National,Education,"","",Caicedo,married,the,former,Miss,Colombia,1953,"","",Luz,Marina,Cruz,Lozada,"","",in,the,city,of,Cali,.}",11,1,19,4,4,"{NGRAM_1_[former],people_between_bucket=0,NGRAM_1_[marry],""BETW_L_[nsubj dobj appos]"",num_words_between_bucket=1,NGRAM_1_[1953]}","{0.702721,0.4248,-0.36256,-0.274645,-0.109778,0.0704038}"
16663228@88_12-16663228@88_14,16663228@88,Alicia Fox-Tamina,,0.08,"{This,began,a,feud,between,the,two,sets,of,Divas,"","",with,Fox,and,Tamina,regularly,winning,tag,team,matches,and,six-Diva,tag,team,matches,also,including,Rosa,Mendes,and,Natalya,.}",12,1,14,1,1,"{people_between_bucket=0,BETW_L_[conj_and],BETW_D_[conj_and],BETW_[conj_and],num_words_between_bucket=0}","{0.4248,0.149423,0.1476,0.147414,0.0050051}"
