relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
5344230@24_0-5344230@24_14,5344230@24,David Navara-Alexander Grischuk,,0.228,"{Navara,also,took,part,in,the,Chess,World,Cup,2011,"","",but,lost,to,Alexander,Grischuk,in,the,quarterfinals,of,the,competition,.}",0,1,14,2,2,"{num_words_between_bucket=2,NGRAM_1_[take],NGRAM_1_[lose],NGRAM_1_[part],NGRAM_1_[also],""NGRAM_2_[take part]""}","{-0.689931,-0.128088,-0.110459,-0.0688969,-0.0677508,-0.0308965}"
18984290@6_0-18984290@6_23,18984290@6,Gigi Gaston-Alyson Hannigan,,0.652,"{Gaston,directed,the,2001,heist,film,``,Beyond,the,City,Limits,'',-LRB-,``,Rip,It,Off,'',-RRB-,with,Nastassja,Kinski,"","",Alyson,Hannigan,and,Jennifer,Esposito,"","",which,received,mixed,reviews,.}",0,1,23,2,2,"{people_between_bucket=2,num_words_between_bucket=3}","{1.35826,-0.730026}"
201835@16_5-201835@16_27,201835@16,Chris Patten-William F. Buckley,,0.592,"{After,graduating,in,1965,"","",Patten,worked,for,the,campaign,of,then-Republican,New,York,Mayor,John,Lindsay,"","",where,he,reported,on,the,television,performance,of,rival,William,F.,Buckley,"","",Jr.,.}",5,1,27,3,3,"{people_between_bucket=2,num_words_between_bucket=3,dep_path_length>5}","{1.35826,-0.730026,-0.250716}"
6638565@63_12-6638565@63_0,6638565@63,Colm Cooper-Kerry,,0.322,"{Kerry,eventually,won,an,encounter,0,16,to,1,09,"","",giving,Cooper,his,fourth,All,Ireland,Medal,at,26,.}",12,1,0,1,1,{num_words_between_bucket=2},{-0.689931}
462609@96_10-462609@96_16,462609@96,Paul Daniels-Jimmy Savile,,0.262,"{Following,the,Jimmy,Savile,sexual,abuse,scandal,in,2012,"","",Daniels,said,that,he,now,believed,Jimmy,Savile,"","",who,had,worked,at,the,BBC,at,the,same,time,as,him,"","",was,``,a,bad,guy,'',but,questioned,whether,some,accusers,were,``,for,real,'',.}",10,1,16,2,2,"{num_words_between_bucket=1,dep_path_length>5,NGRAM_1_[say],NGRAM_1_[believe],""BETW_L_[nsubj ccomp ccomp nsubj]"",NGRAM_1_[now]}","{-0.46944,-0.250716,-0.104659,-0.0658569,-0.0267463,-0.00424399}"
15861854@1_0-15861854@1_13,15861854@1,Jacobus Latomus-Cambron,,0.604,"{Jacobus,Latomus,Jacobus,Latomus,-LRB-,or,Jacques,Masson,-RRB-,-LRB-,ca.,1475,"","",Cambron,29,May,1544,"","",Leuven,-RRB-,was,a,Flemish,theologian,"","",a,distinguished,member,of,the,Faculty,of,Theology,at,the,University,of,Leuven,.}",0,2,13,1,1,"{people_between_bucket=2,num_words_between_bucket=2,dep_path_length>5}","{1.35826,-0.689931,-0.250716}"
608289@12_0-608289@12_8,608289@12,Eduard Heine-Gustav Dirichlet,,0.43,"{Heine,dedicated,the,doctoral,thesis,to,his,professor,Gustav,Dirichlet,.}",0,1,8,2,2,"{num_words_between_bucket=1,NGRAM_1_[professor],""BETW_L_[nsubj prep_to]"",NGRAM_1_[dedicate],""BETW_D_[nsubj dedicate prep_to]"",""BETW_[nsubj dedicate prep_to]""}","{-0.46944,0.130212,0.107882,0.0412153,-0.00906189,-0.00906189}"
4673826@13_20-4673826@13_8,4673826@13,David Mulford-Marcelo Mart nez de Giorgi,,0.366,"{In,2012,"","",an,Argentinean,federal,judge,-LRB-,Marcelo,Mart,nez,de,Giorgi,-RRB-,put,an,international,arrest,order,against,Mulford,due,to,his,avoidance,of,testifying,in,a,trial,for,fraud,to,the,Argentine,state,.}",20,1,8,5,5,{num_words_between_bucket=1},{-0.46944}
5519576@9_0-5519576@9_16,5519576@9,Avi Lerner-Danny Dimbort,,0.562,"{Lerner,founded,two,production,companies,"","",Nu,Image,and,Millennium,Films,"","",with,Trevor,Short,"","",Danny,Dimbort,and,Danny,Lerner,.}",0,1,16,2,2,"{people_between_bucket=2,num_words_between_bucket=2,dep_path_length>5}","{1.35826,-0.689931,-0.250716}"
766368@78_2-766368@78_8,766368@78,Dave Swarbrick-Maartin Allcock,,0.416,"{In,2006,Swarbrick,started,touring,again,with,ex-Fairporter,Maartin,Allcock,and,Kevin,Dempsey,as,the,aptly,named,Swarb,'s,Lazarus,"","",producing,the,album,``,Live,and,Kicking,'',-LRB-,2006,-RRB-,;,and,appearing,at,the,Cropredy,Festival,.}",2,1,8,2,2,"{num_words_between_bucket=1,NGRAM_1_[start],NGRAM_1_[tour],""NGRAM_2_[start tour]"",""BETW_L_[vmod xcomp prep_with]"",NGRAM_1_[ex-fairporter]}","{-0.46944,0.0728323,-0.0133052,0.00853694,0.00853694,0.00853694}"
11898083@24_0-11898083@24_6,11898083@24,Alexander Mann-Rodolphe Julien,,0.464,"{Mann,owed,his,drawing,skills,to,Rodolphe,Julien,who,regarded,the,study,of,the,live,model,as,indispensable,to,those,who,desired,skilled,draughtsmanship,.}",0,1,6,2,2,"{num_words_between_bucket=1,""BETW_L_[nsubj prep_to]"",NGRAM_1_[drawing],NGRAM_1_[owe],""BETW_[nsubj owe prep_to]"",""BETW_D_[nsubj owe prep_to]""}","{-0.46944,0.107882,0.0735898,0.0505102,0.00484895,0.00484895}"
17676471@3_0-17676471@3_13,17676471@3,Walter G. R. Hinchliffe-Richard George Hinchliffe,,0.578,"{Hinchliffe,was,born,in,Liverpool,-LRB-,or,possibly,Germany,-RRB-,in,1894,to,Richard,George,Hinchliffe,-LRB-,1868,-,circa,1942,-RRB-,and,Florence,Williams,.}",0,1,13,3,3,"{num_words_between_bucket=2,NGRAM_1_[bear],""BETW_L_[nsubjpass prep_to]"",""BETW_[nsubjpass bear prep_to]"",""BETW_D_[nsubjpass bear prep_to]"",NGRAM_1_[possibly]}","{-0.689931,0.628683,0.185686,0.122258,0.122258,0.0059057}"
21756283@6_11-21756283@6_7,21756283@6,Hugh S. Fowler-Monroe,,0.45,"{It,was,n't,until,eight,years,after,Monroe,'s,death,that,Fowler,won,his,Oscar,"","",for,the,movie,``,Patton,'',-LRB-,1970,-RRB-,.}",11,1,7,1,1,{num_words_between_bucket=0},{-0.275275}
824293@8_0-824293@8_13,824293@8,Jean-Baptiste Regnault-Beaucourt,,0.696,"{Jean-Baptiste,Regnault,was,married,first,to,Sophie,Meyer,"","",then,Sophie,F,licit,Beaucourt,.}",0,2,13,1,1,"{people_between_bucket=2,num_words_between_bucket=2,negative_dict_word}","{1.35826,-0.689931,0.12435}"
466078@5_6-466078@5_12,466078@5,Scott Altman-Jill Shannon Loomer,,0.62,"{Born,in,Lincoln,"","",Illinois,"","",Scott,is,married,to,the,former,Jill,Shannon,Loomer,of,Tucson,"","",Arizona,.}",6,1,12,3,3,"{num_words_between_bucket=1,NGRAM_1_[former],NGRAM_1_[marry],""BETW_L_[nsubjpass prep_to]"",negative_dict_word,""BETW_[nsubjpass marry prep_to]""}","{-0.46944,0.346704,0.297866,0.185686,0.12435,0.0734348}"
41338479@63_16-41338479@63_12,41338479@63,Matilda Hays-Cushman,,0.424,"{Elizabeth,Barret,Browning,has,commented,"","",``,I,understand,that,she,-LRB-,Cushman,-RRB-,and,Miss,Hays,have,made,vows,of,celibacy,and,of,eternal,attachment,to,each,other,--,they,live,together,"","",dress,alike,...,it,is,a,female,marriage,.,''}",16,1,12,1,1,{num_words_between_bucket=0},{-0.275275}
24053545@26_6-24053545@26_34,24053545@26,Whittemore Gang-Edwin Spike Kinney,,0,"{Although,it,is,unclear,whether,the,Whittemore,Gang,was,responsible,for,the,Buffalo,robbery,"","",their,leader,made,the,news,that,same,month,for,altogether,different,reasons,when,Whittemore,allegedly,attempted,to,kill,bootlegger,Edwin,Spike,Kinney,.}",6,2,34,3,3,"{num_words_between_bucket=3,people_between_bucket=1,dep_path_length>5}","{-0.730026,0.559509,-0.250716}"
1177499@74_6-1177499@74_17,1177499@74,Eddie Sutton-Jessie Evans,,0.228,"{On,December,26,"","",2007,"","",Sutton,announced,that,he,was,coming,out,of,retirement,to,replace,Jessie,Evans,as,head,coach,of,the,University,of,San,Francisco,'s,basketball,team,on,an,interim,basis,.}",6,1,17,2,2,"{num_words_between_bucket=2,NGRAM_1_[come],dep_path_length>5,NGRAM_1_[replace],NGRAM_1_[announce],NGRAM_1_[retirement]}","{-0.689931,-0.264065,-0.250716,-0.0721462,-0.0153474,0.00625078}"
1322662@49_0-1322662@49_9,1322662@49,Morten Olsen-Piontek,,0.18,"{Olsen,"","",alongside,defender,S,ren,Busk,"","",persuaded,Piontek,to,implement,the,aggressive,off-side,trap,they,practiced,at,Anderlecht,.}",0,1,9,1,1,"{num_words_between_bucket=1,NGRAM_1_[s],""BETW_L_[nsubj dobj]"",NGRAM_1_[alongside],NGRAM_1_[ren],NGRAM_1_[persuade]}","{-0.46944,-0.368989,-0.253662,-0.0452554,-0.035716,-0.0162776}"
674892@12_0-674892@12_15,674892@12,Boyle Roche-Ellen White,,0.45,"{Boyle,Roche,was,born,"","",the,youngest,of,three,sons,"","",to,Jordan,Roche,and,Ellen,White,in,County,Galway,in,1736,.}",0,2,15,2,2,"{num_words_between_bucket=2,NGRAM_1_[bear],NGRAM_1_[youngest],dep_path_length>5,NGRAM_1_[son],NGRAM_1_[three]}","{-0.689931,0.628683,0.291211,-0.250716,-0.0783194,0.0501589}"
3117774@1_20-3117774@1_0,3117774@1,António Simões-Ant nio Sim,,0.302,"{Ant,nio,Sim,es,Ant,nio,Sim,es,Costa,-LRB-,-RRB-,;,born,14,December,1943,-RRB-,"","",known,as,Sim,es,"","",is,a,Portuguese,retired,footballer,who,played,as,a,left,winger,.}",20,1,0,3,3,{num_words_between_bucket=2},{-0.689931}
13615752@36_0-13615752@36_27,13615752@36,Frank Rutter-Walter Sickert,,0.196,"{Rutter,was,a,supporter,of,the,Fitzroy,Street,Group,"","",which,had,been,founded,in,1907,"","",and,succeeded,in,gaining,the,support,of,key,members,"","",Walter,Sickert,"","",Spencer,Gore,and,Harold,Gilman,"","",for,the,AAA,.}",0,1,27,2,2,"{num_words_between_bucket=3,dep_path_length>5,NGRAM_1_[found],NGRAM_1_[member],NGRAM_1_[succeed],NGRAM_1_[gain]}","{-0.730026,-0.250716,-0.0980879,0.046805,-0.0453503,-0.0448907}"
46720@355_3-46720@355_19,46720@355,William Tecumseh Sherman-Blaine,,0.276,"{This,edition,contains,Sherman,'s,two,prefaces,"","",his,1886,text,"","",and,the,materials,added,in,the,1891,Blaine,edition,.}",3,1,19,1,1,"{num_words_between_bucket=2,dep_path_length>5,NGRAM_1_['s],NGRAM_1_[two],NGRAM_1_[material],NGRAM_1_[1886]}","{-0.689931,-0.250716,0.134449,0.0525911,-0.0254934,-0.0218032}"
413457@130_0-413457@130_8,413457@130,Elaine Paige-Dora Bunner,,0.32,"{Paige,also,focused,on,television,appearances,"","",playing,Dora,Bunner,in,the,2005,ITV,adaptation,of,Agatha,Christie,'s,``,A,Murder,Is,Announced,'',in,the,``,Marple,'',series,"","",before,performing,a,guest,role,as,a,post,mistress,in,``,Where,the,Heart,Is,'',.}",0,1,8,2,2,"{num_words_between_bucket=1,NGRAM_1_[play],""BETW_L_[nsubj xcomp dobj]"",NGRAM_1_[also],NGRAM_1_[appearance],NGRAM_1_[focus]}","{-0.46944,-0.23126,0.0789389,-0.0677508,0.0526327,-0.0386604}"
7418514@46_4-7418514@46_18,7418514@46,Gao Cheng-Cui Xian,,0,"{Later,in,544,"","",Gao,Cheng,"","",wanting,to,stamp,out,corruption,within,the,imperial,administration,"","",empowered,Cui,Xian,and,Song,Youdao,-LRB-,-RRB-,to,investigate,high,level,officials,for,corruption,.}",4,2,18,2,2,"{num_words_between_bucket=2,""BETW_L_[nsubj dobj]"",NGRAM_1_[administration],NGRAM_1_[corruption],NGRAM_1_[within],NGRAM_1_[imperial]}","{-0.689931,-0.253662,-0.0776756,-0.0198609,-0.0178094,-0.00445406}"
26403119@1_11-26403119@1_5,26403119@1,Cornwallis in Ireland-Charles Cornwallis,,0.482,"{Cornwallis,in,Ireland,British,General,Charles,Cornwallis,"","",the,1st,Marquess,Cornwallis,was,appointed,in,June,1798,to,serve,as,both,Lord,Lieutenant,of,Ireland,and,Commander-in-Chief,of,Ireland,"","",the,highest,civil,and,military,posts,in,the,Kingdom,of,Ireland,.}",11,1,5,2,2,{num_words_between_bucket=0},{-0.275275}
10717871@8_0-10717871@8_9,10717871@8,Natasha Trethewey-Turnbough,,0.45,"{Trethewey,'s,parents,divorced,when,she,was,young,and,Turnbough,was,murdered,in,1985,by,her,second,husband,"","",whom,she,had,recently,divorced,"","",when,Trethewey,was,19,years,old,.}",0,1,9,1,1,"{num_words_between_bucket=1,dep_path_length>5,NGRAM_1_['s],NGRAM_1_[parent],negative_dict_word,""NGRAM_2_['s parent]""}","{-0.46944,-0.250716,0.134449,0.134153,0.12435,0.053302}"
2632003@96_13-2632003@96_10,2632003@96,Adrian Fenty-George Simpson,,0.43,"{Forward,Faster,'s,board,of,directors,consists,of,Falcicchio,;,George,Simpson,"","",Fenty,'s,appointee,to,the,National,Capital,Planning,Commission,-RRB-,;,Sara,Lasner,"","",a,former,aide,to,Fenty,;,and,Jason,Washington,"","",a,former,Fenty,advance,man,.}",13,1,10,2,2,{num_words_between_bucket=0},{-0.275275}
4301001@42_10-4301001@42_24,4301001@42,Harold W. Handley-Craig,,0.218,"{Party,tickets,were,not,run,at,that,time,"","",and,Handley,ran,a,separate,campaign,for,office,"","",advocating,a,significantly,different,platform,than,Craig,"","",who,was,calling,for,many,progressive,reforms,.}",10,1,24,1,1,"{num_words_between_bucket=2,dep_path_length>5,NGRAM_1_[run],NGRAM_1_[different],NGRAM_1_[office],NGRAM_1_[advocate]}","{-0.689931,-0.250716,-0.10724,-0.098524,0.0754235,-0.0321307}"
31115354@6_0-31115354@6_15,31115354@6,Bismack Biyombo-CB Illescas,,0.002,"{Biyombo,started,the,2009,10,season,with,Fuenlabrada-Getafe,Madrid,of,the,EBA,before,moving,to,CB,Illescas,of,the,LEB,Silver,league,.}",0,1,15,2,2,"{people_between_bucket=2,num_words_between_bucket=2}","{1.35826,-0.689931}"
26428680@4_13-26428680@4_4,26428680@4,Ernest Failloubaz-Jules,,0.39,"{Ernest,Failloubaz,',father,Jules,"","",a,rich,wine,merchant,"","",died,when,Ernest,was,four,years,old,.}",13,1,4,1,1,{num_words_between_bucket=1},{-0.46944}
1551879@31_8-1551879@31_19,1551879@31,S. W. T. Lanham-Alexander W. Terrell,,0.24,"{The,legislature,passed,two,election,reform,laws,during,Lanham,'s,administration,"","",both,named,after,their,author,"","",Judge,Alexander,W.,Terrell,.}",8,1,19,3,3,"{num_words_between_bucket=2,NGRAM_1_[name],dep_path_length>5,NGRAM_1_['s],NGRAM_1_[administration],NGRAM_1_[author]}","{-0.689931,-0.296782,-0.250716,0.134449,-0.0776756,0.0524291}"
14886303@10_7-14886303@10_41,14886303@10,Buzz Clifford-Freddie King,,0.6,"{After,serving,in,the,National,Guard,"","",Clifford,moved,to,Los,Angeles,"","",California,"","",and,found,work,as,a,songwriter,"","",writing,tunes,sung,by,Keith,Barbour,"","",Petula,Clark,"","",Clyde,McPhatter,"","",Lou,Rawls,"","",Leon,Russell,"","",Freddie,King,"","",and,Kris,Kristofferson,.}",7,1,41,2,2,"{people_between_bucket=2,num_words_between_bucket=3,dep_path_length>5}","{1.35826,-0.730026,-0.250716}"
2385228@73_3-2385228@73_13,2385228@73,Dick Vermeil-Vince Papale,,0.338,"{The,film,showed,Vermeil,when,he,was,head,coach,of,Philadelphia,and,gave,Vince,Papale,an,opportunity,to,play,for,the,Eagles,.}",3,1,13,2,2,"{num_words_between_bucket=1,dep_path_length>5,NGRAM_1_[give],NGRAM_1_[head],NGRAM_1_[coach],""NGRAM_2_[head coach]""}","{-0.46944,-0.250716,-0.116406,0.0657608,0.041728,0.00736917}"
6480878@13_0-6480878@13_22,6480878@13,Douglas Carter Beane-Rodgers,,0.288,"{Beane,wrote,the,book,of,the,Broadway,Musical,``,Lysistrata,Jones,'',and,rewrote,the,book,for,a,new,adaptation,of,``,Rodgers,and,Hammerstein,'s,Cinderella,'',opening,in,2013,.}",0,1,22,1,1,"{num_words_between_bucket=3,dep_path_length>5,NGRAM_1_[musical],NGRAM_1_[adaptation],NGRAM_1_[new],NGRAM_1_[write]}","{-0.730026,-0.250716,0.0459449,-0.0379949,-0.0250301,-0.0143919}"
18933396@251_11-18933396@251_5,18933396@251,Augusto Pinochet-Riggs,,0.39,"{According,to,the,report,"","",Riggs,participated,in,money,laundering,for,Pinochet,"","",setting,up,offshore,shell,corporations,-LRB-,referring,to,Pinochet,as,only,``,a,former,public,official,'',-RRB-,"","",and,hiding,his,accounts,from,regulatory,agencies,.}",11,1,5,1,1,{num_words_between_bucket=1},{-0.46944}
45097538@31_2-45097538@31_6,45097538@31,John S. Parsons-Tarr,,0,"{Soon,after,Parsons,',reelection,"","",Tarr,resigned,as,City,Marshall,and,Parsons,took,control,of,the,police,in,the,interim,.}",2,1,6,1,1,"{num_words_between_bucket=0,""BETW_L_[poss prep_after nsubj]"",NGRAM_1_[reelection],people_between_bucket=0,""BETW_[poss reelection prep_after resign nsubj]"",""BETW_D_[poss reelection prep_after resign nsubj]""}","{-0.275275,-0.0360247,-0.00962306,-0.000745533,0,0}"
2633662@143_10-2633662@143_24,2633662@143,Mahesh Babu-U. Suryanarayana Babu,,0.492,"{After,the,completion,of,the,project,with,Koratala,Siva,"","",Mahesh,is,going,to,share,the,screen,with,Rajinikanth,"","",confirmed,the,Veteran,producer,U.,Suryanarayana,Babu,.}",10,1,24,3,3,"{num_words_between_bucket=2,people_between_bucket=1}","{-0.689931,0.559509}"
9651255@1_11-9651255@1_5,9651255@1,"Stephan, Hereditary Prince of Lippe-Lippe Stephan",,0.444,"{Stephan,"","",Hereditary,Prince,of,Lippe,Stephan,"","",Hereditary,Prince,of,Lippe,-LRB-,``,Stephan,Leopold,Justus,Richard,'',-RRB-,was,born,on,24,May,1959,in,Detmold,"","",Germany,.}",11,1,5,2,2,{num_words_between_bucket=0},{-0.275275}
4525674@14_5-4525674@14_25,4525674@14,Chris Hogan-Martin Short,,0.286,"{Since,``,MADtv,'',"","",Hogan,has,made,a,number,of,television,appearances,on,shows,such,as,``,3rd,Rock,from,the,Sun,'',"","",Martin,Short,'s,``,Primetime,Glick,'',"","",``,Just,Shoot,Me,!,''}",5,1,25,2,2,"{num_words_between_bucket=2,dep_path_length>5,NGRAM_1_[show],NGRAM_1_[3rd],NGRAM_1_[appearance],NGRAM_1_[rock]}","{-0.689931,-0.250716,0.118603,-0.0843936,0.0526327,0.043131}"
406910@103_10-406910@103_0,406910@103,Yagan-Moore,,0.386,"{Moore,reported,the,encounter,but,made,no,attempt,to,restrain,Yagan,.}",10,1,0,1,1,{num_words_between_bucket=1},{-0.46944}
37310594@22_6-37310594@22_3,37310594@22,"Elizabeth, Lady Thurles-Mathew",,0.442,"{Another,of,the,Mathew,descendants,of,Lady,Thurles,"","",yet,another,George,Mathew,"","",paid,for,the,construction,of,a,Catholic,chapel,in,Thurles,in,the,mid-1700s,"","",on,the,site,now,occupied,by,the,Catholic,cathedral,.}",6,2,3,1,1,{num_words_between_bucket=0},{-0.275275}
33421018@8_0-33421018@8_16,33421018@8,Herbert Watts-Thompson Capper,,0.41,"{Watts,remained,with,the,brigade,until,the,Battle,of,Loos,in,September,1915,"","",when,Major-General,Thompson,Capper,"","",commanding,the,division,"","",was,killed,in,action,and,Watts,took,over,command,.}",0,1,16,2,2,"{num_words_between_bucket=2,people_between_bucket=1,dep_path_length>5}","{-0.689931,0.559509,-0.250716}"
912089@6_3-912089@6_1,912089@6,Charlie Munger-Buffett,,0.446,"{Like,Buffett,"","",Munger,is,from,Omaha,"","",Nebraska,.}",3,1,1,1,1,{num_words_between_bucket=0},{-0.275275}
4740983@34_5-4740983@34_26,4740983@34,Richard Bock-Frank Lloyd Wright,,0.4,"{Donald,P.,Hallmark,"","",a,Bock,historian,"","",stated,the,fountain,was,designed,by,Bock,between,1907,and,1908,but,with,the,help,of,famous,architect,Frank,Lloyd,Wright,.}",5,1,26,3,3,"{num_words_between_bucket=3,people_between_bucket=1,dep_path_length>5}","{-0.730026,0.559509,-0.250716}"
39082@19_8-39082@19_37,39082@19,Peter Schickele-P.D.Q. Bach,,0.572,"{Besides,composing,music,under,his,own,name,"","",Schickele,has,developed,an,elaborate,parodic,persona,built,around,his,studies,of,the,fictional,``,youngest,and,the,oddest,of,the,twenty-odd,children,'',of,Johann,Sebastian,Bach,"","",P.D.Q.,Bach,.}",8,1,37,2,2,"{people_between_bucket=2,num_words_between_bucket=3,dep_path_length>5}","{1.35826,-0.730026,-0.250716}"
34596980@7_18-34596980@7_1,34596980@7,More Adey-Douglas,,0.338,"{When,Douglas,and,Ross,faced,each,other,in,court,in,1913,in,the,Arthur,Ransome,libel,case,"","",Adey,testified,in,Ross,'s,favor,"","",which,caused,Douglas,to,sever,his,ties,with,his,former,friend,.}",18,1,1,1,1,{num_words_between_bucket=2},{-0.689931}
9664265@108_23-9664265@108_4,9664265@108,Andrew X. Pham-Ky Anh,,0.334,"{On,his,way,to,Ky,Anh,village,"","",Andrew,met,a,one-legged,man,riding,a,bicycle,"","",who,showed,his,hospitality,by,offering,Andrew,a,place,to,sleep,in,his,humble,hut,.}",23,1,4,2,2,{num_words_between_bucket=2},{-0.689931}
32539958@23_11-32539958@23_21,32539958@23,Anthony Gallo-Bob Heathcote,,0.328,"{Los,Cycos,eventually,included,:,Grant,Estes,on,lead,guitar,"","",Gallo,went,to,-LRB-,rhythm,-RRB-,"","",and,original,choices,Bob,Heathcote,and,Amery,Smith,were,replaced,by,Louiche,Mayorga,-LRB-,bass,-RRB-,and,No,Mercy,'s,Sal,Troy,-LRB-,drums,-RRB-,.}",11,1,21,2,2,"{num_words_between_bucket=1,dep_path_length>5,NGRAM_1_[go],NGRAM_1_[rhythm],NGRAM_1_[original],NGRAM_1_[choice]}","{-0.46944,-0.250716,0.0505011,0.00783366,-0.00753347,0.00633529}"
37342@181_7-37342@181_4,37342@181,Linus Pauling-Thomas Addis,,0,"{Following,the,recommendations,of,Thomas,Addis,"","",Pauling,was,able,to,control,the,disease,with,Addis,',then-unusual,low-protein,salt-free,diet,and,vitamin,supplements,.}",7,1,4,2,2,{num_words_between_bucket=0},{-0.275275}
30502854@82_0-30502854@82_9,30502854@82,Joseph Woelfel-Gillham,,0.534,"{Woelfel,"","",J.,"","",Cody,"","",M.,J.,"","",Gillham,"","",J.,"","",&,Holmes,"","",R.,A.,-LRB-,1980,-RRB-,.}",0,1,9,1,1,"{people_between_bucket=1,num_words_between_bucket=1}","{0.559509,-0.46944}"
43656271@9_0-43656271@9_2,43656271@9,Anthony Follett Pugsley-Barbara Byam Shaw,,0.53,"{Pugsley,married,Barbara,Byam,Shaw,"","",the,daughter,of,the,pre-Raphaelite,artist,John,Byam,Liston,Shaw,-LRB-,Byam,Shaw,-RRB-,and,Caroline,Evelyn,Eunice,Pyke-Nott,.}",0,1,2,3,3,"{NGRAM_1_[marry],num_words_between_bucket=0,""BETW_L_[nsubj dobj]"",negative_dict_word,""BETW_[nsubj marry dobj]"",""BETW_D_[nsubj marry dobj]""}","{0.297866,-0.275275,-0.253662,0.12435,0.0592331,0.0592331}"
44332412@11_16-44332412@11_13,44332412@11,Elinor Jackson-George Junkin,,0.468,"{It,resumed,again,"","",however,"","",with,Margaret,'s,reluctant,blessing,"","",and,George,Junkin,married,Elinor,and,Jackson,in,August,1853,.}",16,1,13,2,2,"{num_words_between_bucket=0,negative_dict_word}","{-0.275275,0.12435}"
940510@8_0-940510@8_22,940510@8,Phil Neville-Tracey Neville,t,0.586,"{Neville,is,the,younger,brother,of,fellow,former,Manchester,United,defender,Gary,Neville,"","",and,the,twin,brother,of,England,netball,international,Tracey,Neville,.}",0,1,22,2,2,"{people_between_bucket=2,num_words_between_bucket=3,dep_path_length>5}","{1.35826,-0.730026,-0.250716}"
14014201@5_0-14014201@5_13,14014201@5,Lindsay Shonteff-Furie,,0.3,"{Shonteff,'s,English,debut,was,``,Devil,Doll,'',-LRB-,1964,-RRB-,that,Furie,was,originally,scheduled,to,direct,.}",0,1,13,1,1,"{num_words_between_bucket=2,dep_path_length>5,NGRAM_1_['s],NGRAM_1_[debut],NGRAM_1_[1964],""BETW_L_[poss nsubj dep nsubjpass]""}","{-0.689931,-0.250716,0.134449,-0.0647937,-0.0239657,0.00577367}"
514318@20_0-514318@20_2,514318@20,Donald H. Peterson-Musgrave,,0.708,"{Peterson,and,Musgrave,conducted,an,extravehicular,activity,-LRB-,EVA,-RRB-,"","",commonly,called,a,``,spacewalk,"","",'',to,test,the,new,suit,"","",the,Shuttle,airlock,"","",and,new,tools,and,techniques,for,construction,and,repair,outside,a,spacecraft,.}",0,1,2,1,1,"{BETW_[conj_and],BETW_L_[conj_and],BETW_D_[conj_and],num_words_between_bucket=0,people_between_bucket=0}","{0.329904,0.329482,0.329242,-0.275275,-0.000745533}"
20766652@12_6-20766652@12_27,20766652@12,Akira Raijin-Shuji Kondo,,0.404,"{On,September,13,"","",2009,"","",Raijin,made,a,one-night,return,to,All,Japan,"","",teaming,up,with,Great,Muta,in,a,winning,effort,against,Suwama,and,Shuji,Kondo,.}",6,1,27,2,2,"{num_words_between_bucket=3,people_between_bucket=1,dep_path_length>5}","{-0.730026,0.559509,-0.250716}"
2216945@1_0-2216945@1_6,2216945@1,Reginald Drax-Reginald Aylmer Ranfurly Plunkett-Ernle-Erle-Drax,,0.43,"{Reginald,Drax,Admiral,the,Hon.,Sir,Reginald,Aylmer,Ranfurly,Plunkett-Ernle-Erle-Drax,"","",KCB,"","",DSO,"","",JP,"","",DL,-LRB-,28,August,1880,16,October,1967,-RRB-,was,a,British,admiral,.}",0,2,6,4,4,"{num_words_between_bucket=0,""BETW_L_[nn nsubj nsubj]"",""BETW_D_[nn admiral nsubj admiral nsubj]"",""BETW_[nn admiral nsubj admiral nsubj]"",NGRAM_1_[admiral],people_between_bucket=0}","{-0.275275,-0.0415663,-0.00178133,-0.00178133,0.00131831,-0.000745533}"
8685709@25_3-8685709@25_22,8685709@25,Mady Hornig-Tourette,,0.26,"{In,2009,"","",Hornig,published,another,study,using,mice,to,examine,the,mechanism,by,which,Group,A,beta-hemolytic,streptococcus,infections,might,cause,Tourette,'s,syndrome,"","",OCD,and,tics,"","",in,line,with,the,PANDAS,hypothesis,.}",3,1,22,1,1,"{num_words_between_bucket=2,dep_path_length>5,NGRAM_1_[another],NGRAM_1_[study],NGRAM_1_[use],NGRAM_1_[publish]}","{-0.689931,-0.250716,0.157067,-0.0901612,-0.0638466,0.0318066}"
31244189@15_11-31244189@15_4,31244189@15,Walter L. Carpeneti-Tony Knowles,,0.388,"{In,1998,"","",Governor,Tony,Knowles,"","",a,Democrat,"","",appointed,Carpeneti,to,the,Alaska,Supreme,Court,.}",11,1,4,2,2,{num_words_between_bucket=1},{-0.46944}
1966576@5_0-1966576@5_9,1966576@5,"Edward Fiennes-Clinton, 18th Earl of Lincoln-Edith Annie",,0.416,"{Fiennes-Clinton,was,therefore,brought,up,by,his,mother,"","",Edith,Annie,"","",daughter,of,Captain,Horace,Guest,"","",who,in,1923,married,secondly,Robert,Johnston,Lynn,.}",0,1,9,2,2,"{num_words_between_bucket=1,negative_dict_word,NGRAM_1_[mother],NGRAM_1_[bring],NGRAM_1_[therefore],""BETW_L_[nsubjpass agent appos]""}","{-0.46944,0.12435,-0.111636,0.0349595,-0.0112429,0.00866808}"
